car_name,brand,model,year,selling_price_lakh,km_driven,fuel,seller_type,transmission,owner,mileage_kmpl,engine_cc,max_power_bhp,seats
Toyota Innova,Toyota,Innova,2019,6.33,105577,Petrol,Dealer,Manual,Third Owner,16.6,1741.0,108.4,5
Toyota Innova,Toyota,Innova,2015,4.68,79897,Petrol,Individual,Automatic,First Owner,20.2,800.0,69.4,5
Tata Harrier,Tata,Harrier,2017,2.56,93332,Diesel,Trustmark Dealer,Manual,Third Owner,17.9,1181.0,96.8,5
Honda Amaze,Honda,Amaze,2016,2.93,137533,CNG,Dealer,Automatic,First Owner,,1630.0,95.1,5
Maruti Dzire,Maruti,Dzire,2021,4.05,86850,Petrol,Individual,Manual,First Owner,,1625.0,88.1,5
Ford EcoSport,Ford,EcoSport,2013,2.69,33439,Petrol,Individual,Manual,First Owner,15.4,1431.0,98.3,5
Maruti Wagon R,Maruti,Wagon R,2022,4.72,86328,Diesel,Dealer,Manual,First Owner,16.5,1440.0,102.8,5
Ford Endeavour,Ford,Endeavour,2023,5.37,107199,Petrol,Individual,Manual,Third Owner,18.1,836.0,76.6,5
Renault Kwid,Renault,Kwid,2019,3.78,47090,Petrol,Individual,Manual,First Owner,17.1,1681.0,113.4,5
Tata Harrier,Tata,Harrier,2019,3.39,124426,Petrol,Individual,Automatic,Third Owner,19.9,,70.2,7
Honda City,Honda,City,2021,6.01,17016,Petrol,Individual,Automatic,First Owner,17.7,801.0,72.3,5
Hyundai Grand i10,Hyundai,Grand i10,2014,2.46,144135,Petrol,Trustmark Dealer,Automatic,Second Owner,16.5,1336.0,100.2,5
Mahindra Scorpio,Mahindra,Scorpio,2021,5.58,77809,CNG,Individual,Manual,Third Owner,19.5,1027.0,78.5,5
Ford Aspire,Ford,Aspire,2014,2.38,71800,Petrol,Individual,Manual,First Owner,17.0,,74.7,7
Tata Harrier,Tata,Harrier,2020,4.24,94315,Petrol,Dealer,Manual,Third Owner,18.3,1351.0,89.2,5
Maruti Baleno,Maruti,Baleno,2015,2.01,142318,Diesel,Dealer,Automatic,Second Owner,16.0,1822.0,117.6,5
Hyundai i20,Hyundai,i20,2021,5.14,86005,CNG,Dealer,Automatic,First Owner,22.3,1352.0,88.6,5
Tata Nexon,Tata,Nexon,2022,4.95,84366,Petrol,Trustmark Dealer,Manual,First Owner,21.8,984.0,68.8,5
Mahindra Bolero,Mahindra,Bolero,2014,3.52,114443,Petrol,Individual,Automatic,First Owner,,1437.0,106.6,5
Ford Figo,Ford,Figo,2020,4.8,43549,Diesel,Individual,Manual,First Owner,19.2,909.0,58.9,7
Hyundai Verna,Hyundai,Verna,2018,3.53,112721,Petrol,Dealer,Manual,First Owner,16.0,1520.0,105.0,7
Renault Duster,Renault,Duster,2015,2.01,155494,Diesel,Individual,Manual,First Owner,19.4,1223.0,84.8,5
Tata Nexon,Tata,Nexon,2019,3.2,115850,Petrol,Dealer,Manual,First Owner,15.7,1340.0,81.8,5
Renault Kwid,Renault,Kwid,2024,7.33,14766,Petrol,Individual,Automatic,First Owner,19.5,800.0,50.4,7
Hyundai Creta,Hyundai,Creta,2012,3.14,103172,Petrol,Trustmark Dealer,Automatic,First Owner,18.1,800.0,45.4,7
Toyota Innova,Toyota,Innova,2024,12.41,39888,Diesel,Dealer,Manual,First Owner,19.4,800.0,62.9,5
Kia Carens,Kia,Carens,2023,10.02,29954,Petrol,Individual,Manual,Second Owner,13.8,1811.0,114.1,5
Hyundai Creta,Hyundai,Creta,2018,3.41,98472,Petrol,Individual,Manual,Third Owner,19.9,800.0,52.4,7
Ford EcoSport,Ford,EcoSport,2019,3.2,99655,Petrol,Trustmark Dealer,Manual,Second Owner,14.5,1456.0,80.1,5
Mahindra Scorpio,Mahindra,Scorpio,2016,3.15,79034,Diesel,Dealer,Manual,First Owner,21.5,975.0,72.1,5
Maruti Baleno,Maruti,Baleno,2013,2.01,147096,Petrol,Dealer,Manual,First Owner,19.7,1116.0,,5
Maruti Swift,Maruti,Swift,2019,3.1,104224,Diesel,Dealer,Manual,Third Owner,15.5,1184.0,74.4,5
Ford EcoSport,Ford,EcoSport,2022,5.67,59440,Diesel,Individual,Manual,First Owner,15.2,1775.0,104.9,5
Hyundai Grand i10,Hyundai,Grand i10,2015,2.88,113204,Petrol,Individual,Manual,First Owner,14.1,1405.0,90.4,5
Maruti Baleno,Maruti,Baleno,2021,5.25,35104,Electric,Individual,Automatic,First Owner,20.3,1335.0,92.2,7
Tata Harrier,Tata,Harrier,2021,4.76,70690,CNG,Dealer,Manual,First Owner,19.0,1654.0,103.3,5
Volkswagen Virtus,Volkswagen,Virtus,2021,5.04,78162,Petrol,Dealer,Manual,Second Owner,19.5,978.0,59.3,7
Hyundai i20,Hyundai,i20,2016,2.7,114212,Petrol,Individual,Manual,First Owner,14.6,1574.0,101.1,7
Hyundai Verna,Hyundai,Verna,2017,2.88,112335,Petrol,Trustmark Dealer,Manual,Second Owner,15.3,1515.0,106.7,5
Renault Kiger,Renault,Kiger,2017,2.46,109373,Petrol,Individual,Manual,First Owner,15.7,1511.0,98.4,5
Honda City,Honda,City,2023,7.36,59184,Petrol,Dealer,Manual,First Owner,18.4,1146.0,78.6,7
Renault Duster,Renault,Duster,2023,5.22,71296,CNG,Individual,Automatic,First Owner,21.9,1047.0,70.0,5
Tata Nexon,Tata,Nexon,2017,2.55,126044,CNG,Individual,Automatic,First Owner,21.9,896.0,57.2,5
Mahindra Bolero,Mahindra,Bolero,2024,8.28,56399,Petrol,Individual,Manual,Second Owner,21.8,917.0,58.1,7
Toyota Fortuner,Toyota,Fortuner,2019,5.93,97987,Petrol,Dealer,Manual,First Owner,20.5,879.0,50.1,5
Maruti Swift,Maruti,Swift,2017,2.06,99904,Petrol,Dealer,Automatic,First Owner,15.3,1328.0,97.5,7
Kia EV6,Kia,EV6,2012,3.2,122271,Petrol,Individual,Manual,First Owner,17.2,1120.0,80.3,5
Honda City,Honda,City,2019,3.75,102503,Petrol,Individual,Manual,Second Owner,17.6,1351.0,90.0,5
Maruti Wagon R,Maruti,Wagon R,2020,3.27,72285,CNG,Dealer,Manual,Third Owner,15.0,1371.0,92.8,5
Maruti Swift,Maruti,Swift,2024,4.65,66995,CNG,Individual,Manual,First Owner,21.0,829.0,63.3,5
Ford Endeavour,Ford,Endeavour,2021,4.94,78621,Petrol,Dealer,Manual,First Owner,22.1,819.0,54.2,5
Maruti Wagon R,Maruti,Wagon R,2012,1.9,129813,Diesel,Individual,Manual,Second Owner,19.9,1120.0,74.0,7
Hyundai i20,Hyundai,i20,2019,4.41,83780,Diesel,Dealer,Manual,First Owner,20.8,929.0,62.3,5
Maruti Baleno,Maruti,Baleno,2021,3.64,66821,Diesel,Dealer,Manual,First Owner,16.3,892.0,84.2,5
Tata Tiago,Tata,Tiago,2018,3.05,61292,Petrol,Individual,Manual,First Owner,17.7,1793.0,121.8,5
Tata Harrier,Tata,Harrier,2017,2.56,112423,Petrol,Dealer,Automatic,First Owner,17.4,800.0,60.3,5
Honda WR-V,Honda,WR-V,2022,6.84,76594,Diesel,Individual,Manual,First Owner,14.1,1908.0,130.9,5
Hyundai Creta,Hyundai,Creta,2019,4.11,109692,Petrol,Trustmark Dealer,Manual,First Owner,19.0,1301.0,96.5,5
Maruti Swift,Maruti,Swift,2020,3.4,72807,Diesel,Dealer,Manual,First Owner,17.1,1545.0,88.9,5
Toyota Fortuner,Toyota,Fortuner,2018,5.41,139198,Petrol,Individual,Manual,First Owner,14.1,1504.0,,7
Tata Altroz,Tata,Altroz,2015,2.06,108645,Diesel,Dealer,Manual,First Owner,14.9,1416.0,92.7,5
Toyota Glanza,Toyota,Glanza,2018,6.35,78247,Diesel,Individual,Manual,First Owner,15.7,1782.0,117.9,5
Maruti Baleno,Maruti,Baleno,2024,4.61,36638,Petrol,Dealer,Manual,Second Owner,21.5,821.0,58.4,5
Maruti Wagon R,Maruti,Wagon R,2019,3.15,52853,Petrol,Trustmark Dealer,Manual,Second Owner,16.4,1145.0,77.2,5
Hyundai Verna,Hyundai,Verna,2021,5.83,111717,Diesel,Dealer,Automatic,First Owner,20.8,902.0,60.9,7
Tata Altroz,Tata,Altroz,2013,2.39,160163,Petrol,Individual,Automatic,First Owner,17.5,800.0,67.4,5
Tata Altroz,Tata,Altroz,2024,5.2,71716,Diesel,Dealer,Manual,First Owner,20.9,969.0,56.7,5
Renault Kiger,Renault,Kiger,2015,2.21,97286,Diesel,Individual,Manual,First Owner,12.9,1855.0,113.6,5
Tata Nexon,Tata,Nexon,2024,6.38,98347,Petrol,Individual,Automatic,First Owner,18.8,1139.0,62.9,5
Honda Amaze,Honda,Amaze,2017,3.33,96262,Diesel,Trustmark Dealer,Manual,First Owner,14.3,1894.0,110.9,5
Toyota Etios,Toyota,Etios,2023,11.79,59081,Petrol,Individual,Automatic,Second Owner,16.6,1930.0,123.7,7
Maruti Swift,Maruti,Swift,2023,4.0,96619,Diesel,Individual,Manual,Second Owner,13.0,2248.0,141.3,7
Honda Jazz,Honda,Jazz,2021,5.82,92496,Petrol,Individual,Manual,Second Owner,13.4,1867.0,115.2,5
Hyundai Grand i10,Hyundai,Grand i10,2023,7.28,113424,Petrol,Trustmark Dealer,Automatic,First Owner,14.5,2025.0,135.4,5
Tata Altroz,Tata,Altroz,2019,3.41,96471,Petrol,Trustmark Dealer,Manual,Second Owner,22.0,1314.0,98.1,5
Maruti Wagon R,Maruti,Wagon R,2023,4.79,56265,CNG,Individual,Manual,Second Owner,19.4,1280.0,84.8,5
Volkswagen Vento,Volkswagen,Vento,2014,2.68,110040,CNG,Individual,Manual,Second Owner,17.6,1303.0,88.7,5
Mahindra XUV500,Mahindra,XUV500,2012,3.45,95866,Diesel,Dealer,Manual,Second Owner,16.7,1200.0,77.4,5
Maruti Swift,Maruti,Swift,2019,3.28,84870,Petrol,Individual,Automatic,Second Owner,16.8,1252.0,88.9,5
Toyota Etios,Toyota,Etios,2022,9.45,96681,Petrol,Trustmark Dealer,Automatic,Second Owner,18.2,1463.0,85.9,5
Volkswagen Vento,Volkswagen,Vento,2021,5.3,91174,Diesel,Trustmark Dealer,Manual,First Owner,17.5,1037.0,86.4,5
Hyundai i20,Hyundai,i20,2018,3.39,97946,Diesel,Dealer,Manual,First Owner,20.6,800.0,68.1,5
Volkswagen Virtus,Volkswagen,Virtus,2018,3.39,75611,Petrol,Individual,Manual,First Owner,20.5,1327.0,78.4,5
Toyota Innova,Toyota,Innova,2019,5.22,95991,CNG,Dealer,Manual,First Owner,20.0,958.0,61.4,5
Kia Carens,Kia,Carens,2023,8.48,87281,Petrol,Trustmark Dealer,Manual,First Owner,17.3,994.0,73.0,5
Mahindra Thar,Mahindra,Thar,2022,6.72,80975,Petrol,Individual,Manual,First Owner,23.0,1150.0,75.5,5
Maruti Dzire,Maruti,Dzire,2013,2.19,133668,CNG,Dealer,Automatic,First Owner,22.6,1070.0,78.2,5
Tata Harrier,Tata,Harrier,2019,3.77,73466,Petrol,Individual,Manual,First Owner,17.2,1589.0,99.5,5
Honda Jazz,Honda,Jazz,2016,2.64,129577,Petrol,Trustmark Dealer,Manual,Third Owner,21.2,1142.0,90.0,5
Maruti Wagon R,Maruti,Wagon R,2022,5.0,5000,Diesel,Dealer,Manual,First Owner,15.5,1606.0,103.4,5
Hyundai Grand i10,Hyundai,Grand i10,2018,4.14,105922,Electric,Individual,Manual,First Owner,19.4,1272.0,104.3,5
Mahindra Thar,Mahindra,Thar,2024,7.46,115047,Petrol,Individual,Manual,First Owner,17.7,1169.0,84.1,5
Maruti Baleno,Maruti,Baleno,2017,2.52,70815,Diesel,Individual,Manual,First Owner,15.3,1255.0,73.2,5
Tata Altroz,Tata,Altroz,2020,3.66,79189,Petrol,Individual,Manual,Second Owner,25.7,800.0,75.7,5
Renault Kwid,Renault,Kwid,2013,2.12,129825,Petrol,Trustmark Dealer,Automatic,First Owner,,1318.0,96.3,5
Hyundai Grand i10,Hyundai,Grand i10,2024,6.82,48323,Petrol,Individual,Manual,First Owner,17.3,1497.0,100.4,5
Tata Tiago,Tata,Tiago,2013,1.96,152800,Petrol,Trustmark Dealer,Manual,First Owner,17.0,1547.0,105.3,5
Mahindra XUV500,Mahindra,XUV500,2016,2.71,120893,Petrol,Individual,Automatic,First Owner,21.6,800.0,49.5,7
Tata Harrier,Tata,Harrier,2022,4.88,74850,Petrol,Dealer,Manual,Second Owner,20.4,800.0,45.0,5
Maruti Swift,Maruti,Swift,2024,5.85,76039,Diesel,Trustmark Dealer,Automatic,Third Owner,19.2,1012.0,70.3,5
Maruti Dzire,Maruti,Dzire,2018,2.71,97868,Diesel,Dealer,Manual,Second Owner,15.9,1685.0,118.7,7
Mahindra Bolero,Mahindra,Bolero,2018,3.54,167457,Diesel,Dealer,Manual,First Owner,18.9,1277.0,88.4,7
Hyundai Verna,Hyundai,Verna,2012,2.25,139829,Diesel,Trustmark Dealer,Manual,Second Owner,19.8,929.0,79.8,5
Honda Amaze,Honda,Amaze,2024,6.82,62796,Petrol,Dealer,Manual,Second Owner,20.4,800.0,69.6,5
Maruti Baleno,Maruti,Baleno,2012,2.08,98869,Petrol,Dealer,Automatic,Second Owner,17.0,961.0,68.0,5
Tata Nexon,Tata,Nexon,2012,2.19,124544,Petrol,Individual,Manual,First Owner,23.8,937.0,76.0,5
Kia Seltos,Kia,Seltos,2018,4.51,122742,Diesel,Individual,Automatic,First Owner,17.6,1527.0,111.2,5
Honda Amaze,Honda,Amaze,2012,2.83,107119,Petrol,Individual,Automatic,First Owner,16.8,1554.0,99.8,5
Mahindra Scorpio,Mahindra,Scorpio,2014,3.18,76033,Petrol,Dealer,Automatic,First Owner,19.1,833.0,59.1,5
Hyundai Grand i10,Hyundai,Grand i10,2020,5.31,85210,Petrol,Dealer,Automatic,First Owner,14.9,1464.0,96.6,5
Honda Jazz,Honda,Jazz,2021,5.11,108156,Petrol,Dealer,Manual,First Owner,18.8,1428.0,74.2,5
Renault Kwid,Renault,Kwid,2015,2.51,117932,Electric,Trustmark Dealer,Manual,First Owner,20.2,800.0,61.2,5
Tata Tiago,Tata,Tiago,2022,5.66,64105,Diesel,Individual,Automatic,Second Owner,19.7,1171.0,85.2,5
Hyundai Verna,Hyundai,Verna,2019,4.11,50113,Petrol,Trustmark Dealer,Manual,First Owner,15.0,1319.0,88.7,5
Renault Kiger,Renault,Kiger,2014,2.2,133449,Diesel,Individual,Manual,Third Owner,21.1,1257.0,86.9,5
Tata Tiago,Tata,Tiago,2021,4.32,92548,Diesel,Individual,Manual,Second Owner,22.4,800.0,58.7,5
Honda Jazz,Honda,Jazz,2019,4.07,51801,Petrol,Dealer,Manual,Second Owner,17.9,1246.0,67.6,7
Mahindra Bolero,Mahindra,Bolero,2022,5.96,96459,Petrol,Individual,Automatic,Second Owner,18.0,1423.0,,5
Maruti Baleno,Maruti,Baleno,2014,1.87,140345,Diesel,Dealer,Manual,First Owner,16.7,,108.5,5
Hyundai Verna,Hyundai,Verna,2015,2.55,141910,Petrol,Dealer,Manual,First Owner,17.0,966.0,63.2,5
Maruti Swift,Maruti,Swift,2015,2.25,129837,Petrol,Dealer,Automatic,Second Owner,22.8,1009.0,81.4,5
Tata Tiago,Tata,Tiago,2016,2.06,124881,Petrol,Individual,Manual,First Owner,19.7,1127.0,84.8,5
Hyundai Creta,Hyundai,Creta,2023,6.07,76455,Diesel,Individual,Automatic,First Owner,16.4,1302.0,88.8,5
Ford Endeavour,Ford,Endeavour,2021,5.63,97106,Electric,Individual,Manual,First Owner,16.0,1234.0,89.0,5
Maruti Dzire,Maruti,Dzire,2019,3.24,50987,Diesel,Individual,Manual,First Owner,19.1,1412.0,83.4,5
Ford Aspire,Ford,Aspire,2019,3.32,57976,Petrol,Individual,Manual,First Owner,20.9,806.0,58.7,5
Hyundai Verna,Hyundai,Verna,2023,4.83,48807,Petrol,Individual,Manual,First Owner,18.5,1339.0,99.0,5
Hyundai Creta,Hyundai,Creta,2017,2.61,101143,Diesel,Dealer,Manual,First Owner,19.8,940.0,61.3,7
Hyundai Verna,Hyundai,Verna,2014,2.47,132039,Diesel,Trustmark Dealer,Manual,Second Owner,16.6,1150.0,70.3,7
Ford Endeavour,Ford,Endeavour,2013,2.14,137142,CNG,Dealer,Manual,First Owner,16.0,1798.0,114.5,5
Tata Tiago,Tata,Tiago,2016,2.34,135076,Diesel,Individual,Manual,First Owner,20.2,800.0,59.8,5
Tata Nexon,Tata,Nexon,2020,3.45,109766,Petrol,Individual,Manual,First Owner,,1102.0,80.8,5
Renault Kwid,Renault,Kwid,2018,2.81,78307,Diesel,Individual,Manual,First Owner,25.3,800.0,48.0,7
Honda City,Honda,City,2017,3.7,109248,CNG,Individual,Automatic,First Owner,19.8,1254.0,63.6,5
Hyundai Grand i10,Hyundai,Grand i10,2018,4.02,78847,Diesel,Individual,Automatic,First Owner,18.1,1567.0,108.6,5
Kia Carens,Kia,Carens,2024,9.73,54358,Diesel,Trustmark Dealer,Manual,Second Owner,23.4,1259.0,75.6,5
Hyundai Verna,Hyundai,Verna,2024,6.62,65579,Petrol,Dealer,Manual,First Owner,19.3,1159.0,73.9,5
Maruti Swift,Maruti,Swift,2014,2.37,48508,Diesel,Individual,Manual,Second Owner,16.0,1665.0,89.1,5
Honda City,Honda,City,2013,2.52,183047,Petrol,Dealer,Manual,First Owner,16.3,1316.0,95.6,5
Maruti Wagon R,Maruti,Wagon R,2015,1.91,129460,Petrol,Trustmark Dealer,Automatic,First Owner,15.8,1487.0,,5
Hyundai Verna,Hyundai,Verna,2023,7.13,51894,Diesel,Individual,Automatic,First Owner,12.9,1450.0,97.2,5
Volkswagen Vento,Volkswagen,Vento,2017,2.36,146402,CNG,Dealer,Manual,Second Owner,22.1,800.0,61.4,5
Maruti Swift,Maruti,Swift,2023,4.51,57356,CNG,Individual,Manual,First Owner,15.9,1173.0,63.0,7
Volkswagen Vento,Volkswagen,Vento,2020,5.39,87415,Petrol,Individual,Automatic,First Owner,22.2,823.0,52.4,5
Kia Carens,Kia,Carens,2019,5.53,80283,Petrol,Dealer,Manual,First Owner,19.9,910.0,61.4,5
Toyota Innova,Toyota,Innova,2015,3.91,153343,Petrol,Individual,Manual,First Owner,15.7,1716.0,103.4,5
Ford Figo,Ford,Figo,2016,2.76,108190,Diesel,Dealer,Manual,Second Owner,19.0,1069.0,71.6,5
Ford Endeavour,Ford,Endeavour,2013,2.54,133288,Diesel,Individual,Manual,Third Owner,17.4,1862.0,119.4,5
Mahindra Bolero,Mahindra,Bolero,2018,3.48,123983,Electric,Dealer,Manual,First Owner,23.0,800.0,67.1,5
Hyundai i20,Hyundai,i20,2015,2.73,129873,Petrol,Dealer,Manual,First Owner,20.4,821.0,48.3,7
Maruti Wagon R,Maruti,Wagon R,2015,2.0,115804,Diesel,Dealer,Manual,First Owner,15.1,1467.0,95.6,7
Honda City,Honda,City,2012,2.14,160928,Diesel,Dealer,Manual,Third Owner,20.8,1081.0,80.1,5
Honda Amaze,Honda,Amaze,2022,5.17,127346,Petrol,Dealer,Automatic,First Owner,15.8,1308.0,79.5,5
Maruti Wagon R,Maruti,Wagon R,2024,6.92,65483,Electric,Individual,Automatic,First Owner,15.4,1161.0,77.3,5
Toyota Innova,Toyota,Innova,2018,4.86,100068,Diesel,Individual,Manual,Third Owner,19.6,1150.0,82.0,7
Maruti Wagon R,Maruti,Wagon R,2018,2.69,101253,Petrol,Dealer,Manual,Third Owner,21.4,1094.0,75.3,5
Kia EV6,Kia,EV6,2024,9.94,87329,Petrol,Individual,Automatic,First Owner,17.2,1263.0,89.9,5
Hyundai Grand i10,Hyundai,Grand i10,2018,3.93,84317,CNG,Individual,Automatic,First Owner,17.9,1425.0,94.1,5
Maruti Baleno,Maruti,Baleno,2020,3.51,78377,Diesel,Trustmark Dealer,Manual,Second Owner,14.4,1765.0,109.6,5
Maruti Baleno,Maruti,Baleno,2017,2.34,70176,Diesel,Individual,Manual,Second Owner,20.2,1129.0,67.7,7
Hyundai Verna,Hyundai,Verna,2018,3.66,71454,Diesel,Individual,Manual,First Owner,21.3,1062.0,75.4,5
Hyundai Verna,Hyundai,Verna,2018,3.63,86108,Petrol,Trustmark Dealer,Automatic,First Owner,18.8,1017.0,71.7,5
Maruti Wagon R,Maruti,Wagon R,2021,3.66,76769,Diesel,Individual,Manual,First Owner,13.4,1714.0,101.3,5
Hyundai Creta,Hyundai,Creta,2019,3.74,129919,CNG,Dealer,Manual,First Owner,,1442.0,99.0,7
Maruti Swift,Maruti,Swift,2018,2.24,109291,Petrol,Individual,Automatic,First Owner,22.4,800.0,69.1,5
Tata Nexon,Tata,Nexon,2012,2.45,116434,Diesel,Individual,Manual,Second Owner,18.3,800.0,53.7,5
Tata Tiago,Tata,Tiago,2023,6.08,48984,Petrol,Dealer,Automatic,First Owner,20.7,,59.2,5
Hyundai Creta,Hyundai,Creta,2023,6.09,95244,Petrol,Individual,Manual,First Owner,19.4,1281.0,79.3,5
Hyundai Creta,Hyundai,Creta,2014,1.87,148285,Petrol,Dealer,Manual,Second Owner,17.4,1188.0,66.9,5
Maruti Wagon R,Maruti,Wagon R,2015,1.94,117619,CNG,Individual,Automatic,First Owner,17.0,1380.0,106.9,5
Maruti Swift,Maruti,Swift,2024,5.42,48764,Petrol,Individual,Automatic,First Owner,20.7,1139.0,74.1,7
Hyundai Creta,Hyundai,Creta,2016,2.89,135248,Petrol,Individual,Automatic,Third Owner,14.0,1689.0,101.0,5
Volkswagen Vento,Volkswagen,Vento,2022,6.19,49646,Diesel,Individual,Automatic,First Owner,15.0,1470.0,86.8,5
Mahindra Bolero,Mahindra,Bolero,2022,7.43,80124,Petrol,Individual,Manual,Second Owner,17.7,1227.0,79.4,5
Kia Carens,Kia,Carens,2023,8.15,114998,Diesel,Dealer,Manual,First Owner,18.7,1601.0,97.5,5
Honda City,Honda,City,2012,2.35,141017,CNG,Individual,Manual,First Owner,23.8,800.0,70.5,5
Honda City,Honda,City,2018,3.84,80436,Petrol,Individual,Automatic,First Owner,18.3,1170.0,69.4,5
Hyundai Verna,Hyundai,Verna,2019,3.46,100028,Petrol,Individual,Manual,First Owner,16.6,,71.3,5
Volkswagen Vento,Volkswagen,Vento,2022,6.57,61159,Electric,Individual,Automatic,First Owner,19.3,1411.0,97.0,7
Volkswagen Taigun,Volkswagen,Taigun,2014,3.08,92829,Petrol,Individual,Automatic,First Owner,17.2,800.0,58.1,5
Renault Triber,Renault,Triber,2015,2.28,132422,Petrol,Dealer,Automatic,First Owner,19.3,1109.0,74.2,7
Kia Seltos,Kia,Seltos,2014,4.39,148092,Electric,Dealer,Automatic,First Owner,17.5,1340.0,93.2,5
Tata Harrier,Tata,Harrier,2021,4.9,71160,CNG,Dealer,Manual,Second Owner,20.0,1367.0,91.3,5
Volkswagen Polo,Volkswagen,Polo,2024,7.64,50200,Diesel,Individual,Manual,First Owner,18.8,1615.0,103.5,5
Volkswagen Vento,Volkswagen,Vento,2013,2.72,108845,Diesel,Individual,Automatic,First Owner,15.0,1467.0,84.4,5
Hyundai Verna,Hyundai,Verna,2015,2.66,113701,CNG,Dealer,Manual,First Owner,18.8,1179.0,66.5,5
Kia Sonet,Kia,Sonet,2015,3.42,104627,Diesel,Individual,Manual,First Owner,15.9,1436.0,88.4,5
Maruti Baleno,Maruti,Baleno,2023,5.27,42757,Diesel,Dealer,Automatic,First Owner,18.1,1130.0,68.5,5
Mahindra Bolero,Mahindra,Bolero,2017,3.0,145627,Diesel,Trustmark Dealer,Manual,First Owner,19.3,,86.0,5
Volkswagen Vento,Volkswagen,Vento,2015,2.59,127262,Diesel,Individual,Manual,Second Owner,16.1,1478.0,81.9,7
Maruti Baleno,Maruti,Baleno,2016,1.61,123092,Petrol,Dealer,Manual,First Owner,18.8,1184.0,76.5,5
Toyota Glanza,Toyota,Glanza,2019,5.59,110434,Petrol,Individual,Manual,First Owner,19.5,1327.0,86.6,5
Maruti Wagon R,Maruti,Wagon R,2017,2.21,120962,Petrol,Individual,Automatic,Second Owner,19.5,1536.0,99.2,5
Volkswagen Virtus,Volkswagen,Virtus,2013,2.43,120911,Petrol,Individual,Manual,First Owner,17.5,1449.0,97.9,5
Volkswagen Vento,Volkswagen,Vento,2022,6.12,77496,Petrol,Dealer,Manual,First Owner,16.2,1632.0,102.1,5
Toyota Glanza,Toyota,Glanza,2017,5.1,98081,Petrol,Individual,Manual,First Owner,11.6,2015.0,120.5,5
Renault Duster,Renault,Duster,2015,2.17,126646,Diesel,Dealer,Automatic,Second Owner,,1446.0,104.5,5
Maruti Baleno,Maruti,Baleno,2021,4.04,85517,Petrol,Dealer,Automatic,First Owner,20.2,1039.0,69.6,5
Hyundai Creta,Hyundai,Creta,2021,5.79,69581,Petrol,Individual,Manual,First Owner,17.6,1379.0,102.2,5
Tata Harrier,Tata,Harrier,2014,2.29,94255,Petrol,Individual,Manual,First Owner,17.6,1364.0,87.4,5
Maruti Wagon R,Maruti,Wagon R,2012,1.78,139717,Petrol,Dealer,Manual,First Owner,17.9,1415.0,92.7,5
Tata Nexon,Tata,Nexon,2012,2.48,132006,Diesel,Individual,Manual,First Owner,,1723.0,108.7,5
Hyundai Verna,Hyundai,Verna,2021,5.11,36411,Petrol,Dealer,Manual,First Owner,22.3,800.0,60.8,5
Tata Tiago,Tata,Tiago,2020,4.25,95668,Petrol,Individual,Manual,Second Owner,18.6,1730.0,106.8,5
Tata Altroz,Tata,Altroz,2022,4.85,92737,Diesel,Trustmark Dealer,Manual,Third Owner,15.2,1848.0,117.4,5
Kia Carens,Kia,Carens,2020,5.4,140123,Petrol,Individual,Manual,First Owner,20.7,1399.0,104.2,5
Hyundai Verna,Hyundai,Verna,2017,2.99,95393,Petrol,Individual,Manual,First Owner,19.3,1407.0,100.8,5
Kia EV6,Kia,EV6,2019,5.7,79148,Diesel,Dealer,Manual,First Owner,18.7,1115.0,84.8,7
Tata Harrier,Tata,Harrier,2021,4.75,53592,Diesel,Individual,Manual,First Owner,15.0,1202.0,70.4,5
Hyundai Creta,Hyundai,Creta,2017,2.42,108590,Diesel,Individual,Manual,First Owner,17.1,,85.0,5
Honda City,Honda,City,2023,6.72,69450,Diesel,Individual,Manual,Second Owner,20.2,1422.0,95.0,5
Tata Tiago,Tata,Tiago,2023,6.04,47151,CNG,Dealer,Manual,First Owner,15.4,1452.0,101.0,5
Hyundai Creta,Hyundai,Creta,2022,5.82,67651,Petrol,Individual,Automatic,First Owner,17.3,1419.0,88.9,5
Honda WR-V,Honda,WR-V,2024,8.62,14969,Diesel,Individual,Manual,First Owner,16.9,1514.0,92.7,5
Maruti Swift,Maruti,Swift,2017,2.38,124380,Diesel,Individual,Automatic,Third Owner,18.7,1475.0,107.3,5
Hyundai Creta,Hyundai,Creta,2013,2.48,113045,Petrol,Individual,Manual,First Owner,19.6,841.0,66.7,7
Honda WR-V,Honda,WR-V,2018,3.94,96737,CNG,Trustmark Dealer,Manual,Second Owner,15.0,1491.0,105.5,5
Tata Nexon,Tata,Nexon,2021,4.57,46612,Petrol,Individual,Manual,Second Owner,15.9,1851.0,113.3,5
Renault Duster,Renault,Duster,2022,4.5,58688,CNG,Dealer,Manual,First Owner,16.9,1191.0,76.3,5
Hyundai Grand i10,Hyundai,Grand i10,2017,3.22,97848,Diesel,Individual,Automatic,First Owner,11.7,1725.0,117.5,5
Mahindra Scorpio,Mahindra,Scorpio,2015,3.11,116751,Petrol,Individual,Automatic,First Owner,23.8,879.0,61.2,5
Volkswagen Virtus,Volkswagen,Virtus,2017,2.83,114554,Petrol,Trustmark Dealer,Manual,First Owner,20.2,1190.0,,7
Mahindra XUV500,Mahindra,XUV500,2022,5.68,103159,CNG,Individual,Automatic,First Owner,23.3,976.0,61.4,5
