car_name,brand,model,year,selling_price_lakh,km_driven,fuel,seller_type,transmission,owner,mileage_kmpl,engine_cc,max_power_bhp,seats,car_age,price_per_10k_km,price_segment,mileage_category,age_group
Volkswagen Vento,Volkswagen,Vento,2013,2.72,108845,Diesel,Individual,Automatic,First Owner,15.0,1467.0,84.4,5,12,0.249896642013873,Budget,Medium,8-12 years
Hyundai Verna,Hyundai,Verna,2015,2.66,113701,CNG,Dealer,Manual,First Owner,18.8,1179.0,66.5,5,10,0.23394693098565536,Budget,High,8-12 years
Kia Sonet,Kia,Sonet,2015,3.42,104627,Diesel,Individual,Manual,First Owner,15.9,1436.0,88.4,5,10,0.3268754719145154,Budget,Medium,8-12 years
Maruti Baleno,Maruti,Baleno,2023,5.27,42757,Diesel,Dealer,Automatic,First Owner,18.1,1130.0,68.5,5,2,1.2325467174965503,Mid-range,High,0-3 years
Mahindra Bolero,Mahindra,Bolero,2017,3.0,145627,Diesel,Trustmark Dealer,Manual,First Owner,19.3,1214.0,86.0,5,8,0.206005754427407,Budget,High,8-12 years
Volkswagen Vento,Volkswagen,Vento,2015,2.59,127262,Diesel,Individual,Manual,Second Owner,16.1,1478.0,81.9,7,10,0.2035171535886596,Budget,Medium,8-12 years
Maruti Baleno,Maruti,Baleno,2016,1.61,123092,Petrol,Dealer,Manual,First Owner,18.8,1184.0,76.5,5,9,0.13079647743151465,Budget,High,8-12 years
Toyota Glanza,Toyota,Glanza,2019,5.59,110434,Petrol,Individual,Manual,First Owner,19.5,1327.0,86.6,5,6,0.5061846894977996,Mid-range,High,4-7 years
Maruti Wagon R,Maruti,Wagon R,2017,2.21,120962,Petrol,Individual,Automatic,Second Owner,19.5,1536.0,99.2,5,8,0.18270200558853195,Budget,High,8-12 years
Volkswagen Virtus,Volkswagen,Virtus,2013,2.43,120911,Petrol,Individual,Manual,First Owner,17.5,1449.0,97.9,5,12,0.20097427033106996,Budget,Medium,8-12 years
Volkswagen Vento,Volkswagen,Vento,2022,6.12,77496,Petrol,Dealer,Manual,First Owner,16.2,1632.0,102.1,5,3,0.7897181790027873,Mid-range,Medium,0-3 years
Toyota Glanza,Toyota,Glanza,2017,5.1,98081,Petrol,Individual,Manual,First Owner,11.6,2015.0,120.5,5,8,0.5199783852122225,Mid-range,Low,8-12 years
Renault Duster,Renault,Duster,2015,2.17,126646,Diesel,Dealer,Automatic,Second Owner,18.3,1446.0,104.5,5,10,0.17134374555848586,Budget,High,8-12 years
Maruti Baleno,Maruti,Baleno,2021,4.04,85517,Petrol,Dealer,Automatic,First Owner,20.2,1039.0,69.6,5,4,0.4724206882842008,Mid-range,High,4-7 years
Hyundai Creta,Hyundai,Creta,2021,5.79,69581,Petrol,Individual,Manual,First Owner,17.6,1379.0,102.2,5,4,0.8321237119328553,Mid-range,Medium,4-7 years
Tata Harrier,Tata,Harrier,2014,2.29,94255,Petrol,Individual,Manual,First Owner,17.6,1364.0,87.4,5,11,0.24295793326613974,Budget,Medium,8-12 years
Maruti Wagon R,Maruti,Wagon R,2012,1.78,139717,Petrol,Dealer,Manual,First Owner,17.9,1415.0,92.7,5,13,0.1274003879270239,Budget,Medium,13+ years
Tata Nexon,Tata,Nexon,2012,2.48,132006,Diesel,Individual,Manual,First Owner,18.3,1723.0,108.7,5,13,0.18787024832204596,Budget,High,13+ years
Hyundai Verna,Hyundai,Verna,2021,5.11,36411,Petrol,Dealer,Manual,First Owner,22.3,800.0,60.8,5,4,1.4034220427892672,Mid-range,High,4-7 years
Tata Tiago,Tata,Tiago,2020,4.25,95668,Petrol,Individual,Manual,Second Owner,18.6,1730.0,106.8,5,5,0.44424467951666174,Mid-range,High,4-7 years
Tata Altroz,Tata,Altroz,2022,4.85,92737,Diesel,Trustmark Dealer,Manual,Third Owner,15.2,1848.0,117.4,5,3,0.5229843536021221,Mid-range,Medium,0-3 years
Kia Carens,Kia,Carens,2020,5.4,140123,Petrol,Individual,Manual,First Owner,20.7,1399.0,104.2,5,5,0.38537570563005363,Mid-range,High,4-7 years
Hyundai Verna,Hyundai,Verna,2017,2.99,95393,Petrol,Individual,Manual,First Owner,19.3,1407.0,100.8,5,8,0.31344018953172664,Budget,High,8-12 years
Kia EV6,Kia,EV6,2019,5.7,79148,Diesel,Dealer,Manual,First Owner,18.7,1115.0,84.8,7,6,0.7201698084601001,Mid-range,High,4-7 years
Tata Harrier,Tata,Harrier,2021,4.75,53592,Diesel,Individual,Manual,First Owner,15.0,1202.0,70.4,5,4,0.8863263173608,Mid-range,Medium,4-7 years
Hyundai Creta,Hyundai,Creta,2017,2.42,108590,Diesel,Individual,Manual,First Owner,17.1,1214.0,85.0,5,8,0.2228566166313657,Budget,Medium,8-12 years
Honda City,Honda,City,2023,6.72,69450,Diesel,Individual,Manual,Second Owner,20.2,1422.0,95.0,5,2,0.9676025917926565,Mid-range,High,0-3 years
Tata Tiago,Tata,Tiago,2023,6.04,47151,CNG,Dealer,Manual,First Owner,15.4,1452.0,101.0,5,2,1.280990859154631,Mid-range,Medium,0-3 years
Hyundai Creta,Hyundai,Creta,2022,5.82,67651,Petrol,Individual,Automatic,First Owner,17.3,1419.0,88.9,5,3,0.8602977043946135,Mid-range,Medium,0-3 years
Honda WR-V,Honda,WR-V,2024,8.62,14969,Diesel,Individual,Manual,First Owner,16.9,1514.0,92.7,5,1,5.7585677065936265,Premium,Medium,0-3 years
Maruti Swift,Maruti,Swift,2017,2.38,124380,Diesel,Individual,Automatic,Third Owner,18.7,1475.0,107.3,5,8,0.19134909149380927,Budget,High,8-12 years
Hyundai Creta,Hyundai,Creta,2013,2.48,113045,Petrol,Individual,Manual,First Owner,19.6,841.0,66.7,7,12,0.2193816621699323,Budget,High,8-12 years
Honda WR-V,Honda,WR-V,2018,3.94,96737,CNG,Trustmark Dealer,Manual,Second Owner,15.0,1491.0,105.5,5,7,0.4072898684060907,Budget,Medium,4-7 years
Tata Nexon,Tata,Nexon,2021,4.57,46612,Petrol,Individual,Manual,Second Owner,15.9,1851.0,113.3,5,4,0.9804342229468807,Mid-range,Medium,4-7 years
Renault Duster,Renault,Duster,2022,4.5,58688,CNG,Dealer,Manual,First Owner,16.9,1191.0,76.3,5,3,0.7667666303162486,Mid-range,Medium,0-3 years
Hyundai Grand i10,Hyundai,Grand i10,2017,3.22,97848,Diesel,Individual,Automatic,First Owner,11.7,1725.0,117.5,5,8,0.32908184122312156,Budget,Low,8-12 years
Mahindra Scorpio,Mahindra,Scorpio,2015,3.11,116751,Petrol,Individual,Automatic,First Owner,23.8,879.0,61.2,5,10,0.266378874699146,Budget,High,8-12 years
Volkswagen Virtus,Volkswagen,Virtus,2017,2.83,114554,Petrol,Trustmark Dealer,Manual,First Owner,20.2,1190.0,81.9,7,8,0.24704506171761792,Budget,High,8-12 years
Mahindra XUV500,Mahindra,XUV500,2022,5.68,103159,CNG,Individual,Automatic,First Owner,23.3,976.0,61.4,5,3,0.5506063455442569,Mid-range,High,0-3 years
Renault Kiger,Renault,Kiger,2012,2.21,152619,Diesel,Dealer,Manual,First Owner,17.4,1214.0,103.5,7,13,0.14480503738066688,Budget,Medium,13+ years
Maruti Wagon R,Maruti,Wagon R,2016,2.11,131667,Petrol,Individual,Automatic,Second Owner,16.5,1774.0,119.6,7,9,0.16025275885377505,Budget,Medium,8-12 years
Honda City,Honda,City,2014,2.86,155314,Petrol,Dealer,Automatic,Second Owner,19.3,1165.0,67.0,5,11,0.1841430907709543,Budget,High,8-12 years
Maruti Dzire,Maruti,Dzire,2022,5.24,84033,Diesel,Individual,Manual,First Owner,15.7,1610.0,108.6,7,3,0.6235645520212298,Mid-range,Medium,0-3 years
Renault Duster,Renault,Duster,2018,2.87,96692,Petrol,Individual,Automatic,First Owner,16.1,1778.0,107.1,5,7,0.29681876473751706,Budget,Medium,4-7 years
Toyota Fortuner,Toyota,Fortuner,2013,4.02,152200,Diesel,Individual,Automatic,First Owner,17.3,1188.0,78.7,5,12,0.2641261498028909,Mid-range,Medium,8-12 years
Hyundai Verna,Hyundai,Verna,2015,2.85,140606,Diesel,Individual,Automatic,First Owner,15.9,1245.0,82.3,5,10,0.20269405288536763,Budget,Medium,8-12 years
Kia Sonet,Kia,Sonet,2012,3.41,150768,Petrol,Trustmark Dealer,Manual,Second Owner,16.2,1457.0,93.4,7,13,0.226175315716863,Budget,Medium,13+ years
Maruti Baleno,Maruti,Baleno,2018,3.15,65498,Diesel,Dealer,Automatic,First Owner,22.6,905.0,62.5,5,7,0.48093071544169286,Budget,High,4-7 years
Honda Jazz,Honda,Jazz,2024,7.09,39987,Petrol,Individual,Manual,Second Owner,15.7,1239.0,79.6,5,1,1.773076249781179,Mid-range,Medium,0-3 years
Ford Endeavour,Ford,Endeavour,2019,3.49,84953,CNG,Individual,Manual,First Owner,11.7,1950.0,117.7,5,6,0.41081539204030465,Budget,Low,4-7 years
Maruti Wagon R,Maruti,Wagon R,2023,4.35,82151,CNG,Dealer,Automatic,Second Owner,20.5,1025.0,81.9,7,2,0.5295127265644971,Mid-range,High,0-3 years
Toyota Innova,Toyota,Innova,2021,7.31,77530,Petrol,Individual,Manual,First Owner,15.8,1499.0,97.6,5,4,0.9428608280665548,Mid-range,Medium,4-7 years
Renault Kiger,Renault,Kiger,2023,5.16,90011,Petrol,Individual,Automatic,First Owner,18.3,1214.0,90.1,5,2,0.5732632678228218,Mid-range,High,0-3 years
Maruti Wagon R,Maruti,Wagon R,2016,1.8,139435,Petrol,Dealer,Manual,Second Owner,20.6,1143.0,72.7,5,9,0.1290924086491914,Budget,High,8-12 years
Honda Jazz,Honda,Jazz,2024,9.27,84881,Electric,Individual,Manual,First Owner,18.8,1278.0,82.0,5,1,1.0921171993732401,Premium,High,0-3 years
Hyundai Grand i10,Hyundai,Grand i10,2015,2.36,143521,Petrol,Individual,Automatic,First Owner,13.7,1813.0,109.6,5,10,0.16443586652824324,Budget,Medium,8-12 years
Ford Figo,Ford,Figo,2017,2.9,81186,Diesel,Individual,Manual,Second Owner,19.8,1394.0,97.8,5,8,0.35720444411598057,Budget,High,8-12 years
Maruti Swift,Maruti,Swift,2020,3.07,95117,CNG,Individual,Manual,First Owner,18.4,1448.0,88.6,5,5,0.32276038983567606,Budget,High,4-7 years
Kia Seltos,Kia,Seltos,2015,3.67,103634,Petrol,Dealer,Manual,First Owner,15.3,1760.0,93.8,5,10,0.3541308836868209,Budget,Medium,8-12 years
Kia EV6,Kia,EV6,2015,3.7,80720,Diesel,Dealer,Manual,First Owner,18.9,1099.0,75.9,5,10,0.458374628344896,Budget,High,8-12 years
Maruti Dzire,Maruti,Dzire,2013,2.0,123675,Petrol,Trustmark Dealer,Manual,First Owner,21.1,1214.0,58.6,5,12,0.16171417020416415,Budget,High,8-12 years
Hyundai i20,Hyundai,i20,2012,2.7,165644,Diesel,Individual,Manual,First Owner,14.3,1819.0,110.4,5,13,0.16300016903721234,Budget,Medium,13+ years
Toyota Etios,Toyota,Etios,2018,5.75,107636,Petrol,Dealer,Automatic,Second Owner,14.8,1248.0,90.9,5,7,0.5342078858374522,Mid-range,Medium,4-7 years
Ford Endeavour,Ford,Endeavour,2024,8.32,102891,Electric,Trustmark Dealer,Automatic,First Owner,18.1,1513.0,76.3,7,1,0.8086227172444627,Premium,High,0-3 years
Tata Nexon,Tata,Nexon,2014,2.54,127399,Petrol,Dealer,Automatic,First Owner,21.2,933.0,78.9,5,11,0.1993736214569973,Budget,High,8-12 years
Maruti Dzire,Maruti,Dzire,2017,2.09,157851,Petrol,Trustmark Dealer,Manual,First Owner,13.0,1214.0,96.9,7,8,0.1324033423925094,Budget,Medium,8-12 years
Maruti Baleno,Maruti,Baleno,2024,5.18,62405,Diesel,Trustmark Dealer,Manual,First Owner,21.5,816.0,54.9,5,1,0.8300616937745373,Mid-range,High,0-3 years
Mahindra Bolero,Mahindra,Bolero,2022,7.06,71994,Diesel,Dealer,Manual,Second Owner,21.7,1222.0,78.6,5,3,0.9806372753284995,Mid-range,High,0-3 years
Tata Harrier,Tata,Harrier,2012,2.42,108353,Diesel,Trustmark Dealer,Automatic,First Owner,17.3,973.0,72.6,5,13,0.22334406984578184,Budget,Medium,13+ years
Kia EV6,Kia,EV6,2018,4.17,121932,Diesel,Dealer,Manual,First Owner,19.9,893.0,68.4,5,7,0.3419938982383624,Mid-range,High,4-7 years
Honda City,Honda,City,2013,3.43,118953,Petrol,Individual,Automatic,First Owner,18.6,1094.0,70.1,7,12,0.2883491799282069,Budget,High,8-12 years
Kia Carens,Kia,Carens,2015,3.32,102764,Diesel,Trustmark Dealer,Manual,Second Owner,23.9,800.0,46.1,5,10,0.32307033591530104,Budget,High,8-12 years
Maruti Wagon R,Maruti,Wagon R,2015,1.74,145187,Petrol,Dealer,Manual,First Owner,18.3,800.0,75.9,7,10,0.11984544070750135,Budget,High,8-12 years
Maruti Wagon R,Maruti,Wagon R,2019,2.62,116480,Petrol,Individual,Automatic,First Owner,15.1,1474.0,103.7,5,6,0.2249313186813187,Budget,Medium,4-7 years
Kia Carens,Kia,Carens,2014,3.09,148405,CNG,Individual,Manual,Second Owner,18.3,1322.0,89.0,7,11,0.20821400896196218,Budget,High,8-12 years
Mahindra XUV500,Mahindra,XUV500,2015,3.02,109031,Diesel,Individual,Automatic,First Owner,25.0,824.0,61.7,5,10,0.2769854445066082,Budget,High,8-12 years
Hyundai i20,Hyundai,i20,2014,2.65,122378,Petrol,Dealer,Automatic,First Owner,16.0,1392.0,96.5,5,11,0.2165421889555312,Budget,Medium,8-12 years
Hyundai i20,Hyundai,i20,2016,2.61,109183,Petrol,Individual,Manual,Second Owner,20.0,1214.0,70.0,5,9,0.2390482034748999,Budget,High,8-12 years
Tata Tiago,Tata,Tiago,2020,3.9,101715,CNG,Individual,Manual,Second Owner,18.0,1453.0,78.2,5,5,0.38342427370594306,Budget,Medium,4-7 years
Tata Altroz,Tata,Altroz,2017,2.06,138178,Petrol,Individual,Manual,First Owner,17.3,1160.0,76.0,5,8,0.1490830667689502,Budget,Medium,8-12 years
Maruti Dzire,Maruti,Dzire,2016,1.94,118599,Petrol,Individual,Automatic,Second Owner,22.5,1086.0,71.1,5,9,0.16357642138635234,Budget,High,8-12 years
Kia Sonet,Kia,Sonet,2018,4.98,140947,Petrol,Trustmark Dealer,Automatic,First Owner,17.6,1168.0,77.9,5,7,0.3533242992046656,Mid-range,Medium,4-7 years
Hyundai Creta,Hyundai,Creta,2019,4.41,110738,Petrol,Individual,Manual,Third Owner,10.6,2096.0,136.4,5,6,0.3982372807888891,Mid-range,Low,4-7 years
Ford EcoSport,Ford,EcoSport,2012,2.74,131334,Petrol,Individual,Automatic,First Owner,18.8,934.0,52.0,5,13,0.20862838259704267,Budget,High,13+ years
Maruti Baleno,Maruti,Baleno,2023,4.47,83231,Electric,Individual,Manual,First Owner,19.2,1279.0,74.6,5,2,0.5370595090771467,Mid-range,High,0-3 years
Maruti Dzire,Maruti,Dzire,2023,4.81,102530,Petrol,Dealer,Manual,First Owner,15.2,1473.0,90.6,5,2,0.4691309860528625,Mid-range,Medium,0-3 years
Toyota Glanza,Toyota,Glanza,2019,7.19,134962,Petrol,Dealer,Automatic,Second Owner,20.8,863.0,63.7,5,6,0.5327425497547458,Mid-range,High,4-7 years
Hyundai Creta,Hyundai,Creta,2019,3.61,117111,Diesel,Individual,Automatic,Third Owner,21.7,800.0,65.7,5,6,0.30825456191134903,Budget,High,4-7 years
Toyota Fortuner,Toyota,Fortuner,2021,9.24,78564,Diesel,Individual,Manual,First Owner,17.1,990.0,82.5,5,4,1.1761111959676187,Premium,Medium,4-7 years
Maruti Wagon R,Maruti,Wagon R,2017,2.23,99232,Diesel,Trustmark Dealer,Manual,First Owner,15.7,1466.0,93.3,5,8,0.22472589487262173,Budget,Medium,8-12 years
Mahindra Thar,Mahindra,Thar,2016,2.88,123173,Diesel,Dealer,Manual,First Owner,19.7,1080.0,81.0,5,9,0.23381747623261592,Budget,High,8-12 years
Volkswagen Taigun,Volkswagen,Taigun,2016,2.55,147327,Diesel,Dealer,Manual,First Owner,20.2,1119.0,82.2,5,9,0.17308436335498584,Budget,High,8-12 years
Kia Seltos,Kia,Seltos,2014,3.75,133042,Diesel,Individual,Manual,Second Owner,15.5,1519.0,102.9,7,11,0.28186587694111637,Budget,Medium,8-12 years
Maruti Baleno,Maruti,Baleno,2022,5.12,81499,Diesel,Trustmark Dealer,Automatic,First Owner,20.2,918.0,65.3,7,3,0.6282285672216836,Mid-range,High,0-3 years
Hyundai Verna,Hyundai,Verna,2016,2.91,111630,Diesel,Dealer,Manual,Third Owner,17.9,1169.0,76.1,5,9,0.26068261220102124,Budget,Medium,8-12 years
Tata Nexon,Tata,Nexon,2015,2.02,109786,Diesel,Individual,Manual,Second Owner,22.0,800.0,50.5,5,10,0.18399431621518225,Budget,High,8-12 years
Honda Jazz,Honda,Jazz,2024,7.54,54933,Petrol,Trustmark Dealer,Automatic,First Owner,18.7,1312.0,78.1,5,1,1.3725811443030602,Mid-range,High,0-3 years
Hyundai Grand i10,Hyundai,Grand i10,2018,3.47,100479,Diesel,Dealer,Manual,First Owner,17.1,1280.0,88.2,5,7,0.34534579364842405,Budget,Medium,4-7 years
Maruti Baleno,Maruti,Baleno,2020,3.71,122298,Diesel,Dealer,Manual,Third Owner,17.7,1478.0,95.9,5,5,0.30335737297421056,Budget,Medium,4-7 years
Tata Harrier,Tata,Harrier,2015,1.88,111726,Petrol,Dealer,Automatic,Second Owner,19.7,800.0,55.7,5,10,0.16826880045826398,Budget,High,8-12 years
Hyundai Verna,Hyundai,Verna,2015,2.41,118157,CNG,Individual,Manual,Second Owner,19.6,1214.0,82.6,7,10,0.2039659097641274,Budget,High,8-12 years
Tata Harrier,Tata,Harrier,2021,3.86,58961,Petrol,Individual,Manual,First Owner,21.5,800.0,57.4,5,4,0.6546700361255745,Budget,High,4-7 years
Maruti Swift,Maruti,Swift,2017,1.76,119765,Petrol,Individual,Manual,First Owner,23.6,1114.0,69.0,5,8,0.1469544524694193,Budget,High,8-12 years
Hyundai Verna,Hyundai,Verna,2013,2.59,160066,CNG,Dealer,Manual,Second Owner,14.8,1719.0,107.4,7,12,0.16180825409518573,Budget,Medium,8-12 years
Toyota Innova,Toyota,Innova,2022,8.18,107238,Petrol,Individual,Manual,First Owner,18.7,1088.0,81.4,5,3,0.7627893097596,Premium,High,0-3 years
Tata Harrier,Tata,Harrier,2017,1.88,108474,Petrol,Individual,Manual,Second Owner,19.3,800.0,50.8,5,8,0.1733134207275476,Budget,High,8-12 years
Hyundai Creta,Hyundai,Creta,2020,4.21,97135,Petrol,Trustmark Dealer,Manual,Second Owner,17.6,962.0,69.6,5,5,0.4334174087610027,Mid-range,Medium,4-7 years
Honda WR-V,Honda,WR-V,2016,3.44,107121,CNG,Individual,Automatic,First Owner,19.6,800.0,58.6,7,9,0.3211321776309034,Budget,High,8-12 years
Volkswagen Polo,Volkswagen,Polo,2019,3.14,102616,Petrol,Dealer,Manual,First Owner,21.9,800.0,52.9,5,6,0.30599516644577845,Budget,High,4-7 years
Tata Tiago,Tata,Tiago,2022,5.32,78407,Diesel,Individual,Manual,First Owner,18.5,1435.0,91.6,5,3,0.6785108472457817,Mid-range,High,0-3 years
Toyota Innova,Toyota,Innova,2023,11.49,66281,Diesel,Individual,Manual,Second Owner,21.1,800.0,46.4,5,2,1.7335284621535585,Premium,High,0-3 years
Mahindra XUV500,Mahindra,XUV500,2014,3.24,126530,Diesel,Individual,Automatic,First Owner,17.1,1309.0,87.9,5,11,0.2560657551568798,Budget,Medium,8-12 years
Honda Amaze,Honda,Amaze,2020,5.26,94442,CNG,Individual,Manual,First Owner,17.3,1209.0,70.6,5,5,0.5569555917917876,Mid-range,Medium,4-7 years
Kia Seltos,Kia,Seltos,2023,9.37,58528,Diesel,Individual,Automatic,Third Owner,17.5,1014.0,79.3,5,2,1.6009431383269543,Premium,Medium,0-3 years
Volkswagen Polo,Volkswagen,Polo,2020,4.97,79165,Petrol,Individual,Manual,Second Owner,16.8,1280.0,84.7,5,5,0.6278026905829596,Mid-range,Medium,4-7 years
Maruti Swift,Maruti,Swift,2013,2.36,167561,Electric,Dealer,Automatic,First Owner,18.3,872.0,58.4,7,12,0.1408442298625575,Budget,High,8-12 years
Tata Nexon,Tata,Nexon,2014,2.0,183132,Petrol,Individual,Manual,Second Owner,19.4,1494.0,106.5,5,11,0.10921084245243869,Budget,High,8-12 years
Ford Figo,Ford,Figo,2014,2.13,97003,Petrol,Individual,Manual,First Owner,23.4,956.0,59.3,5,11,0.2195808377060503,Budget,High,8-12 years
Mahindra Bolero,Mahindra,Bolero,2013,2.66,102291,Petrol,Individual,Manual,Third Owner,15.2,1065.0,67.6,5,12,0.2600424279750907,Budget,Medium,8-12 years
Tata Tiago,Tata,Tiago,2021,3.77,56942,Diesel,Individual,Manual,Second Owner,19.9,1023.0,56.6,5,4,0.6620772013627901,Budget,High,4-7 years
Maruti Dzire,Maruti,Dzire,2024,6.0,56227,Petrol,Individual,Automatic,First Owner,17.5,1441.0,104.7,5,1,1.067102993223896,Mid-range,Medium,0-3 years
Honda Amaze,Honda,Amaze,2018,3.74,117207,Diesel,Individual,Manual,First Owner,17.7,1391.0,106.5,5,7,0.3190935694967024,Budget,Medium,4-7 years
Maruti Swift,Maruti,Swift,2019,2.75,104007,Petrol,Dealer,Manual,First Owner,19.4,800.0,45.6,5,6,0.2644052804138183,Budget,High,4-7 years
Volkswagen Virtus,Volkswagen,Virtus,2022,5.48,75284,Petrol,Dealer,Manual,First Owner,19.9,1289.0,79.4,5,3,0.7279103129483024,Mid-range,High,0-3 years
Honda Jazz,Honda,Jazz,2017,3.09,115636,Petrol,Dealer,Manual,First Owner,21.4,800.0,59.6,5,8,0.2672178214396901,Budget,High,8-12 years
Ford EcoSport,Ford,EcoSport,2018,3.35,82274,Diesel,Dealer,Manual,First Owner,21.1,1081.0,70.3,5,7,0.4071760215864064,Budget,High,4-7 years
Renault Kwid,Renault,Kwid,2019,3.29,85629,Petrol,Individual,Automatic,Third Owner,17.1,1162.0,78.7,5,6,0.38421562788307695,Budget,Medium,4-7 years
Toyota Etios,Toyota,Etios,2015,4.56,116557,Petrol,Individual,Automatic,First Owner,16.3,1077.0,73.3,5,10,0.39122489425774515,Mid-range,Medium,8-12 years
Toyota Innova,Toyota,Innova,2012,4.97,101647,Petrol,Individual,Manual,Second Owner,18.2,1375.0,93.9,5,13,0.48894704221472346,Mid-range,High,13+ years
Volkswagen Taigun,Volkswagen,Taigun,2019,4.63,65451,Petrol,Dealer,Automatic,First Owner,15.0,1452.0,87.2,5,6,0.7073994285801593,Mid-range,Medium,4-7 years
Renault Duster,Renault,Duster,2022,4.73,46825,Diesel,Individual,Manual,First Owner,21.9,929.0,67.6,5,3,1.010144153764015,Mid-range,High,0-3 years
Renault Kiger,Renault,Kiger,2012,1.88,153310,Petrol,Individual,Manual,First Owner,15.7,917.0,56.5,5,13,0.12262735633683386,Budget,Medium,13+ years
Maruti Baleno,Maruti,Baleno,2014,1.92,128897,Petrol,Trustmark Dealer,Manual,First Owner,17.5,1187.0,77.0,7,11,0.1489561432771903,Budget,Medium,8-12 years
Honda Amaze,Honda,Amaze,2015,2.47,130443,CNG,Individual,Manual,First Owner,19.3,800.0,81.9,5,10,0.18935473731821564,Budget,High,8-12 years
Hyundai Verna,Hyundai,Verna,2022,5.63,31027,Petrol,Individual,Manual,First Owner,18.6,1033.0,68.6,5,3,1.81454861894479,Mid-range,High,0-3 years
Renault Kiger,Renault,Kiger,2018,2.85,64861,Petrol,Trustmark Dealer,Manual,Second Owner,16.2,1672.0,102.4,5,7,0.4394011809870338,Budget,Medium,4-7 years
Toyota Etios,Toyota,Etios,2018,6.64,112090,Diesel,Individual,Automatic,First Owner,21.3,800.0,66.5,5,7,0.5923811223124275,Mid-range,High,4-7 years
Tata Harrier,Tata,Harrier,2020,4.7,23369,Diesel,Individual,Manual,First Owner,20.3,1081.0,74.0,5,5,2.011211433950961,Mid-range,High,4-7 years
Maruti Baleno,Maruti,Baleno,2015,1.83,143941,Diesel,Individual,Manual,Second Owner,21.0,993.0,70.6,5,10,0.12713542354158996,Budget,High,8-12 years
Hyundai Creta,Hyundai,Creta,2021,5.85,37887,Petrol,Individual,Manual,First Owner,14.1,1902.0,119.4,7,4,1.5440652466545253,Mid-range,Medium,4-7 years
Ford EcoSport,Ford,EcoSport,2012,2.17,155053,Petrol,Trustmark Dealer,Manual,First Owner,23.6,1012.0,53.6,7,13,0.13995214539544543,Budget,High,13+ years
Hyundai Creta,Hyundai,Creta,2013,2.84,110451,Petrol,Dealer,Automatic,First Owner,22.0,1032.0,55.8,5,12,0.2571275950421454,Budget,High,8-12 years
Maruti Dzire,Maruti,Dzire,2022,4.03,94575,Petrol,Individual,Manual,First Owner,19.7,839.0,58.6,7,3,0.42611683848797255,Mid-range,High,0-3 years
Kia Seltos,Kia,Seltos,2020,4.46,155079,Petrol,Individual,Manual,First Owner,18.0,1203.0,83.4,5,5,0.2875953546257069,Mid-range,Medium,4-7 years
Volkswagen Polo,Volkswagen,Polo,2014,2.37,73490,Electric,Individual,Manual,First Owner,17.1,1295.0,84.3,5,11,0.3224928561709076,Budget,Medium,8-12 years
Maruti Wagon R,Maruti,Wagon R,2017,2.3,119298,Diesel,Dealer,Automatic,First Owner,20.8,890.0,57.0,5,8,0.19279451457694174,Budget,High,8-12 years
Hyundai Grand i10,Hyundai,Grand i10,2012,2.48,96720,Petrol,Individual,Manual,First Owner,14.5,1546.0,98.1,5,13,0.2564102564102564,Budget,Medium,13+ years
Mahindra Thar,Mahindra,Thar,2020,4.67,93888,Petrol,Individual,Automatic,First Owner,16.2,1295.0,83.6,7,5,0.4974011588275392,Mid-range,Medium,4-7 years
Ford Endeavour,Ford,Endeavour,2021,4.7,73451,Diesel,Dealer,Manual,Third Owner,12.3,1498.0,103.6,7,4,0.6398823705599651,Mid-range,Medium,4-7 years
Toyota Etios,Toyota,Etios,2015,4.4,119855,Petrol,Dealer,Manual,First Owner,18.2,1085.0,80.5,7,10,0.36711025822869303,Mid-range,High,8-12 years
Hyundai Creta,Hyundai,Creta,2016,2.73,90442,Petrol,Trustmark Dealer,Manual,First Owner,20.0,1285.0,81.2,5,9,0.3018509099754539,Budget,High,8-12 years
Hyundai Creta,Hyundai,Creta,2015,2.6,134171,Petrol,Dealer,Manual,Second Owner,18.4,1125.0,76.5,5,10,0.1937825610601397,Budget,High,8-12 years
Maruti Baleno,Maruti,Baleno,2017,2.4,72136,Diesel,Individual,Manual,First Owner,15.3,1710.0,111.3,5,8,0.3327048907618942,Budget,Medium,8-12 years
Ford EcoSport,Ford,EcoSport,2015,2.21,144316,Diesel,Dealer,Manual,First Owner,18.3,1241.0,86.7,5,10,0.15313617339726712,Budget,High,8-12 years
Maruti Baleno,Maruti,Baleno,2015,2.07,107996,Petrol,Trustmark Dealer,Manual,Second Owner,16.3,1203.0,94.4,7,10,0.19167376569502573,Budget,Medium,8-12 years
Maruti Swift,Maruti,Swift,2017,2.23,73140,Petrol,Individual,Manual,Second Owner,19.3,1040.0,72.0,5,8,0.3048947224500957,Budget,High,8-12 years
Ford Endeavour,Ford,Endeavour,2023,5.68,100088,Diesel,Individual,Manual,First Owner,21.1,1019.0,80.4,5,2,0.5675005994724641,Mid-range,High,0-3 years
Mahindra Thar,Mahindra,Thar,2021,5.9,76518,Diesel,Individual,Manual,First Owner,18.5,1283.0,76.3,5,4,0.7710604040879271,Mid-range,High,4-7 years
Volkswagen Virtus,Volkswagen,Virtus,2015,2.65,158967,Diesel,Trustmark Dealer,Manual,Third Owner,18.7,1487.0,91.7,5,10,0.16670126504243019,Budget,High,8-12 years
